cid,SMILES,AO,ROS,NRF2
1774065,CCCCN1CCC2=C(C1=O)NC3=C(C=CC=C23)C,0,0,1
1779245,CCCCC1=C(C=C(C=C1C(=O)O)OC)C(=O)O,0,0,1
1794427,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,1,0,0
1798157,CCCCCC(=O)NC(=S)NC1=C(C=C(C=C1)Br)C,0,0,1
1798230,CCCCCC(=O)NC1=CC=CC=C1N2CCOCC2,0,0,1
1806316,CCCC(=O)OC1=CC=CC=C1C2SCC3=C(CS2)C=C(C(=C3)C)C,0,0,1
1806317,CCCCC(=O)OC1=CC=CC=C1C2SCC3=C(CS2)C=C(C(=C3)C)C,0,0,1
1810986,CC1=CC(=O)OC(=C1)CCCCCCCCC2=CC(=CC(=O)O2)C,0,0,1
1815215,CCCCCCCCCN1C=C(C(=O)NC1=O)C(=O)C,0,0,1
1815357,CCCCCCCCCCN1C=C(C(=O)NC1=O)C(=O)C,0,0,1
1815549,CCCCC1=CC=C(C=C1)NC(=O)CC(C)(C)C,0,0,1
1815604,CCCCNC(=O)CN(C1=CC(=C(C=C1)Cl)Cl)S(=O)(=O)C,0,0,1
1815765,CCCNS(=O)(=O)C1=C(C(=C(C=C1)OC)Cl)Cl,0,1,0
1815783,CCCCNC(=O)CCSC1=CC=C(C=C1)C,0,0,1
1815792,CCCCNC(=O)CN(C1=CC(=CC=C1)F)S(=O)(=O)C,0,0,1
1818704,CCCCN(CC(=O)NC1=C(C=CC=C1CC)C)C(=O)SCC,0,0,1
1819367,CCCCON1C(=C(C2=C1C=CC3=[N+](ON=C32)[O-])C(=O)C)C,0,0,1
1819468,CCCCSC1=C(C(=O)N(N=C1)C2=CC=CC=C2)SCCCC,0,1,0
1819917,CCCCOC(=O)CN1C2=C(C=CC(=C2)C)OC1=O,0,0,1
1819918,CCCCCOC(=O)CN1C2=C(C=CC(=C2)C)OC1=O,0,0,1
1821150,CCCCSC1=NN=C(N1C)C2=CC=C(C=C2)NC(=O)CCC3=CC=CC=C3,0,0,1
1825321,CCCCNC(=O)CC1=CC=C(C=C1)C,0,0,1
1825549,CCCCC1=CC=C(C=C1)NC(=S)N2CCC(CC2)O,0,0,1
1825884,CCCCC(=O)C1=C(C=C(C=C1)O)O,0,0,1
1827381,CCCCNC1=NC(=NC(=N1)N)C2=C(C=CC(=C2)Cl)O,0,0,1
1833881,CCCSC1=NC2=C(C=C(C=C2C(=N1)C)C)C,0,0,1
1846474,CCCCC1=CC=C(C=C1)NC=C2C(=O)OC3(CCCCC3)OC2=O,0,0,1
1851222,COC1=C(C=C2CN(CCC2=C1)C(=O)C3=CC=C(O3)[N+](=O)[O-])OC,0,1,0
1858295,CCCCOC(=O)/C=C/C1=CC(=C(C=C1)OC(=O)OC)OC(=O)OC,0,0,1
1858892,CCCCC1=CN=C(C=C1)C2=C(C=C(C=C2)Br)O,0,0,1
1863314,CCCCN1CNC(=S)N(C1)C2=C(C=CC(=C2)C)C,0,0,1
1870517,CCCC1=NC2=C(C(=O)C3=CC=CC=C3O2)C(=O)N1C4=CC=C(C=C4)C,0,1,0
1872453,CCCCC1=CC=C(C=C1)NC(=S)NC2=CN=CC=C2,0,0,1
1878864,CCCCCN1C=CC(=C2C(=O)C3=CC=CC=C3C2=O)C=C1,0,0,1
1880359,CCCCNC1=NC(=NC(=C1)C)N2CCOCC2,0,0,1
1882569,CCCCCCCCOC(=O)/C=C/C1=C(NC(=O)NC1=O)C,0,0,1
1891813,CCCCN(CCCC)CC1=CC=C(C=C1)N,0,0,1
1894380,CCCCCCN1C=CC(=C2C(=O)C3=CC=CC=C3C2=O)C=C1,0,0,1
1895039,CCCCCCC1=NN=C(S1)N,0,0,1
1897510,CCCCCC1=C(C(=C(C(=N1)N)C#N)C2=CC=CO2)CCCC,0,0,1
1897779,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCCNC(=O)C=C,0,0,1
1897922,CCCCCC1=NC2=C(C3=C(S2)COC(C3)(C)C)C(=O)N1NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],0,0,1
1899958,CCCCCCN1C=C/C(=C\C=C(C#N)C#N)/C2=CC=CC=C21,0,1,0
1900387,CCCCOC(=O)CN1C2=C(C=C(C=C2)C)N(C1=O)CC(=O)OCCCC,0,0,1
1902562,CCCCN1C(=C(C2=C1C=CC(=C2)OC)C(=O)O)C,0,0,1
1910825,CCCCN(CCCC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,0,0,1
1911050,CCCCCCN1C=CC(=C/C=C(\C#N)/C(=O)OCC)C=C1,0,1,0
1911450,CCCCC1=C(N=C2C=CC(=CC2=C1Cl)C(=O)OCC)C,0,0,1
1912468,CCCCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CC4=CC5=C(C=C4)OCO5)N,0,0,1
1916531,CCCCC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)O,0,0,1
1919977,CC1=C2COC(CC2=C(C(=N1)OCC(=O)C3=CC=C(C=C3)Cl)C#N)(C)C,0,1,0
1922522,CCCCN(CCCC)C1=NC(=NC(=C1)C)C2=CC=CC=C2O,0,0,1
1926293,CCCOC1=NC(=NC(=C1)C)C2=CC=CC=C2O,0,0,1
1927759,CCN(CC)CC(=O)C1=CNC2=C1C=C(C=C2)OC,0,1,0
1939399,CCCCSCC1=CC=C(O1)C(=O)O,0,0,1
1939603,COC1=C(C=C2CN(CCC2=C1)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4)OC,0,1,0
1943682,CC(=O)N(CCCC1=CC=C(C=C1)C(C)(C)C)CCCN(C)C,0,0,1
1945600,CCCCN1C2=C(C=C(C=C2)Br)C(=C1O)N=NC(=O)C3=CC=NC=C3,0,0,1
1946706,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=NNN=N3)CC(=O)O,1,0,0
1947375,CCCCN1C(=C(C2=C1C=CC(=C2CN3CCOCC3)O)C(=O)OCC)C,0,0,1
1947745,CCCCC1=C(C2=CC=CC=C2[NH+]=C1C)SCCC(=O)[O-],0,0,1
1950636,CCCCCOC1=CC=C(C=C1)CSC2=NNC(=N2)C,0,0,1
1951292,CCCCCC1=NC2=C(C(=O)C3=CC=CC=C3N2C)C(=O)N1C4CCCCCC4,0,0,1
1951332,CCCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCC)NC(=O)C4=CC=CO4,0,0,1
1953474,CCCCCCC1=C(N=C(NC1=O)SCC(=O)O)O,0,0,1
1958205,CCCCCCCCOC(=O)CCC1=C(NC(=S)NC1=O)C,0,0,1
1959267,CC1=C(C=CC2=C1O/C(=C\C3=CC=CO3)/C2=O)OCC(=O)C,0,1,0
1963507,CCNC(=O)C1=C(SC2=C1CCCC2)NC(=O)C3=CC(=NN3)C4=C(C=CC(=C4)C)O,0,1,0
1965636,CCCCC1=C(N=C(NC1=O)SCCC(=O)O)O,0,0,1
1971946,CCCCNC(=S)NC1=CC=C(C=C1)OC2=CC=CC=C2,0,0,1
1972676,CCCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)C3=CC=CO3,0,0,1
1975194,CCCCNC(=S)NC1CCCC1,0,0,1
1981249,C1=CC=C(C(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)F,0,0,0
1994309,CC1=C(C(=NC(=N1)N)C2=C(C=C(C=C2)OCC(=C)C)O)C3=CC=C(C=C3)OC,0,0,1
1999108,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC(=C)C)O)C3=CC=C(C=C3)Br,0,0,1
1999953,CCCCC1=CC=C(C=C1)NC(=S)N2CCN(CC2)C3=NC=CC=N3,0,0,1
2020334,CCCCC1=CC=C(C=C1)NC(=S)NCCC2=CC=C(C=C2)F,0,0,1
2049187,CCCCOC1=CC=C(C=C1)S(=O)(=O)N,0,0,1
2053671,CCCCCC1=CN=C(C=C1)C2=CC=C(C=C2)C(=O)O,0,0,1
2054274,CC1=CC(=NC2=NC(=NN12)CCCCC3=NN4C(=CC(=NC4=N3)C)C)C,0,0,1
2054449,CCCCNC(=O)C1=CC2=CC=CC=C2S1,0,0,1
2054776,CCCCC1=CC=C(C=C1)S(=O)(=O)N,0,0,1
2054899,CC1=NC(=CS1)CC(=O)C2=C(C=C(C=C2)O)O,0,0,1
2055081,CCCCCN1C(=O)C2=C(CCC2)NC1=O,0,0,1
2055443,CCCCC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=NC=C3,0,1,1
2055522,CCCCOC1=CC=C(C=C1)CN2CCC(CC2)O,0,0,1
2055777,CC(=C)COC1=C(C2=C(C=C1)C3=C(CCC3)C(=O)O2)OCC(=C)C,0,0,1
2056099,CCOC(=O)C1CCN(CC1)CC2=C(C=C(C=C2)F)F,0,0,1
2056113,CCOC(=O)C1CCN(CC1)CC2=CC(=C(C=C2)O)OC,0,0,1
2056274,CCCCSC1=C(C=C2CCCC2=N1)C#N,0,0,1
2056337,CCCCP(=O)(C1=CC=CC=C1)O,0,0,1
2056354,CCCCCC(=O)C1=C(NC(=C1C)C(=O)OCC)C,0,0,1
2056368,CCCCCCP(=O)(C1=CC=CC=C1)O,0,0,1
2056395,CCCCC1=CC=C(C=C1)NC(=O)CC(=O)C,0,0,1
2057350,CCCCCP(=O)(C1=CC=CC=C1)O,0,0,1
2057402,CCCCCC1=NN=C(S1)NC(=O)OCCC,0,0,1
2057407,CCCCCCC1=NN=C(S1)NC(=O)OCC,0,0,1
2057555,CCCCN(CC)C(=O)CN1C2=CC=CC=C2SC1=O,0,0,1
2057897,CCCCCCNC(=O)NC1=CC=CC=C1,0,0,1
2058137,CCCCCC1=CN=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)O,0,0,1
2058335,CCCCCC1=CN=C(C=C1)C2=CC=C(C=C2)OC,0,0,1
2058449,CCCCN1CCC2=C(C1=O)NC3=CC=CC=C23,0,0,1
2058723,CCCCCCC(=O)C1=C(NC(=C1C)C(=O)OCC)C,0,0,1
2059122,CCCCSC1=NC(=C(C=C1C#N)C(=O)C)C,0,0,1
2059949,CCCCC1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=NC=C2,0,0,1
2066741,CCCCCCOC(=O)/C=C/C1=C(NC(=O)NC1=O)C,0,0,1
2066745,CCCCCC(=O)NC1=CC(=C(C=C1)N2CCN(CC2)CC)Cl,0,0,1
2072740,CCCCCCNC(=O)C1=CC=C(O1)Br,0,0,1
2078480,COC1=CC(=C(C=C1)OC)C(=O)COC(=O)C2=CC=CC=C2O,0,1,0
2091082,CCOC(=O)C1=CC(=NC2=C1C(=NO2)C)C3=CC4=C(C=C3)OCO4,1,0,0
2095897,CC1CCN(CC1)C(=O)COC(=O)C2=CC3=CC=CC=C3C=C2O,0,0,1
2096417,CCN(CC)C(=O)COC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CO3,0,1,0
2098908,CC1=CC(=NC(=N1)C(C)C)OCC(=O)NC2=CC(=C(C=C2)F)F,0,1,0
2103165,CCCCNC(=O)NC1=CC=NN1C2CCCCC2,0,0,1
2103199,CCCCNC(=O)NC1=NC2=C(S1)C=C(C=C2)CC,0,0,1
2104722,CCCCOCCCNC1=NCCCCC1,0,0,1
2106174,CC1=CC=C(O1)C(=O)OCC(=O)C2=C(C=CC(=C2)OC)OC,0,1,0
2110952,CCCCN1CC2=C(NC1=O)N=CC(=C2)C(=O)C3=C(C=CC(=C3)F)O,0,0,1
2110953,CCCCN1CC2=C(NC1=O)N=CC(=C2)C(=O)C3=C(C=CC(=C3)OC)O,0,0,1
2113261,CCCCN1C(=CC(=C1C)/C=C(\C#N)/C(=O)O)C,0,0,1
2115017,CCCCC1=CC=C(C=C1)NC(=O)CN(C)CC(=O)NC2=CC=CC=C2Cl,0,0,1
2116210,CC1=CC(=C(C=C1)O)C(=O)C2=CN(N=C2)C(=O)COC3=CC=CC=C3C#N,0,1,0
2116776,CCC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=NOC(=C3)C,0,0,1
2117680,CCCCNC(=O)NC1=C(C=C(C=C1C)SC#N)C,0,0,1
2119550,CC1=CC(=NN1C2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)OC)OC)C,0,1,0
2121566,CCOC(=O)C1=CN(N=C1C2=CC=NC=C2)C3=CC=CC=C3,1,0,0
2125357,CCCOC1=C(C=C(C=C1)NC(=O)N)OCCC,0,1,0
2130257,CCCCNC(=O)NC1=NOC(=C1)C,0,0,1
2130268,CCCCN1C=NC2=C1C=C(C(=C2)C)C,0,0,1
2133742,CCCCC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CS2,0,0,1
2133924,CC1=CC(=NN1C(=O)CCCCCCCCC(=O)N2C(=CC(=N2)C)C)C,0,0,1
2137775,CCCCC1C2=C(CC(CC2=O)(C)C)OC3=C1C(=O)CC(C3)(C)C,0,0,1
2137779,CCCCC1C2=C(CCCC2=O)OC3=C1C(=O)CCC3,0,0,1
2138175,CC1=C(SC(=N1)NC(=O)C2=CC=CO2)C(=O)OCC=C,0,1,0
2139631,CCOC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C,0,1,0
2142309,CC1=C(C2=C(O1)C(=O)C3=CC=CC=C3C2=O)C(=O)NCC4=CN=CC=C4,1,0,0
2145299,CCCCC1CCC(CC1)C(=O)NNC2=CC(=O)N(C(=O)N2C)C,0,0,1
2146826,CC1=CC(=NC2=NC(=NN12)SCC(=C)C)C,0,0,1
2148437,CCCC(=O)NC1=CC(=O)N(C(=O)N1C)C,0,1,0
2148687,CCCS(=O)(=O)N1CCN=C1SCC2=CC=CC(=C2)C,0,0,1
2148794,CC1=CC(=NN1C(=O)CCCCCC(=O)N2C(=CC(=N2)C)C)C,0,0,1
2149962,CCCCNC(=O)CC1=CC(=O)NC(=O)N1,0,0,1
2150008,CCCCCNC(=O)CC1=CC(=O)NC(=O)N1,0,0,1
2150735,CC1=C2C(=C(C=C1)Cl)SC(=N2)NC(=O)C3CC3,0,1,0
2155027,CCCCC1=CC=C(C=C1)NC2=NC=NC3=C2NC=N3,0,0,1
2155055,CCCCN(CCCC)C1=NC=NC2=C1NC=N2,0,0,1
2155060,CCCCN(CC1=CC=CC=C1)C2=NC=NC3=C2NC=N3,0,0,1
2155061,CCOC(=O)C1CCN(CC1)C2=NC=NC3=C2NC=N3,0,0,1
2162137,CCCCOCCCNC(=O)CC1=CC=CS1,0,0,1
2162219,CCCCN(CC)C(=O)CC1=CC=C(C=C1)Br,0,0,1
2162758,CCOC(=O)C1CCN(CC1)C(=O)/C(=C\C2=CC=CC=C2)/C,0,0,1
2162783,CCCCN(CC)C(=O)C1=CC=C(C=C1)C2=CC=CC=C2,0,0,1
2162823,CCCCC1=CC=C(C=C1)NS(=O)(=O)N(C)C,0,0,1
2162873,CCCCC1=CC=C(C=C1)NC(=O)COCC,0,0,1
2163023,CCCCN(CC)C(=O)C1=CC=CC=C1OC2=CC=CC=C2,0,0,1
2163056,CCOCCCNC(=O)CC1=CC(=C(C=C1)OC)OC,0,0,1
2163924,CCCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC=C2)C,0,0,1
2163960,CCCCN(CC)C(=O)C1=CC(=CC=C1)Cl,0,0,1
2163962,CCCCN(CC)C(=O)C1=CC(=C(C=C1)Cl)Cl,0,0,1
2164006,CCCCN(CC)C(=O)/C=C/C1=CC(=CC=C1)[N+](=O)[O-],0,0,1
2164027,CCCCOCCCNC(=O)C1=CC(=CC=C1)OC,0,0,1
2164035,CCCCOCCCNC(=O)C1=CC(=C(C=C1)[N+](=O)[O-])C,0,0,1
2164052,CC1=C(C=CC(=C1)Cl)OCC(=O)NCCCCC2=CC=CC=C2,0,0,1
2164314,CCCCNC(=O)C1=CC(=CC=C1)C(=O)NCCCC,0,0,1
2164652,CCCCN(CC)C(=O)C1=CC=C(C=C1)Cl,0,0,1
2164684,CCCCOCCCNC(=O)CC1=CC=CC=C1OC,0,0,1
2164752,CC1=CC=C(C=C1)/C=C/C(=O)NCCCC2=CC=CC=C2,0,0,1
2164788,CC1=C(C=CO1)C(=O)NCCCCC2=CC=CC=C2,0,0,1
2165095,CC1=CC(=NC(=N1)SCCCN2C3=CC=CC=C3NC2=O)C,1,0,0
2165345,CC1=C(C=CO1)C(=O)NCCCC2=CC=CC=C2,0,0,1
2165512,CC(C)CC(=O)NCCCCC1=CC=CC=C1,0,0,1
2165821,CC1=CC=C(C=C1)/C=C/C(=O)N2CCC(CC2)CC3=CC=CC=C3,0,0,1
2166777,CCCCCCCC(=O)NNC(=O)CC1=CC=CC=C1,0,0,1
2166838,CCCCCC(=O)NNC(=O)C1=CC=C(C=C1)F,0,0,1
2166878,CCCCCC(=O)NNC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,0,0,1
2167095,CCS(=O)(=O)NCCCC1=CC=CC=C1,0,0,1
2167948,CCCCN(C)CCC(=O)NC1=C(C=C(C=C1)OC)OC,0,0,1
2168413,CCCCCCCC(=O)NNC(=O)C1=CC=C(C=C1)F,0,0,1
2169720,CCCCC1=CC=C(C=C1)NC(=O)OC,0,0,1
2169936,CCCCC(=O)NCC1=CC=C(C=C1)Cl,0,0,1
2170905,CCCCCC(=O)NNC(=O)NC1=CC=CC=C1,0,0,1
2171134,CCOCCCNC(=S)NCCC1=CC=CC=C1,0,0,1
2171176,CCOCCCNC(=S)NC1=CC(=CC(=C1)C)C,0,0,1
2171558,CCCCNC(=S)NNC(=O)C1=CC2=C(C=C1)OCO2,0,0,1
2173466,COC1=C(C=C(C=C1)CN2CCSCC2)O,0,0,1
2173474,CCCCNC1=C(C(=O)OC(=C1)C)C(=O)C,0,0,1
2174235,CCCCNC(=O)NC1=C(C=CC(=C1)C(=O)OC)C,0,0,1
2174413,CCCCC(=O)NC1=CC(=CC=C1)NC(=O)C(C)C,0,0,1
2174489,CCCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCC4=CC=CC=C43,0,0,1
2178904,CCCCC(=O)NC1=C(C=C(C=C1)NC(=S)NC(=O)CC)OC,0,0,1
2179309,CCCCC(=O)NC1=C(C=C(C=C1)NC(=O)CC)OC,0,0,1
2179616,CCS(=O)(=O)NCCCCC1=CC=CC=C1,0,0,1
2180657,CCCCCCNC1=C(C(=O)OC(=C1)C)C(=O)C,0,0,1
2180987,CCOCCCNC(=O)C1=CC=CS1,0,0,0
2183437,CCOC(=O)C1CCN(CC1)C(=O)C2=CC=C(O2)Br,0,0,1
2186738,CCCCNS(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=C(C=C(C=C2C)C)C,0,0,1
2186870,CC1=CC=CC=C1C(=O)NCCCC2=CC=CC=C2,0,0,1
2187316,CCCCC(=O)NC1=CC(=CC=C1)NC(=S)NC(=O)C,0,0,1
2187364,CCCCC(=O)NC1=CC(=CC=C1)NC(=S)NC(=O)CC2=CC=CC=C2,0,0,1
2189197,CCCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC=C(O2)Br,0,0,1
2191955,CCCCC1=CC=C(C=C1)NC(=S)NCCO,0,0,1
2192072,CCCCC1=CC=C(C=C1)NC(=S)NCCN2CCOCC2,0,0,1
2192198,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CN=CC=C2,0,0,1
2192297,CCCCC1=CC=C(C=C1)NC(=S)NCCCN2CCOCC2,0,0,1
2192399,CCCCC1=CC=C(C=C1)NC(=S)NCCC2=CC=C(C=C2)S(=O)(=O)N,0,0,1
2192679,CCCCC1=CC=C(C=C1)NC(=S)NN2CCOCC2,0,0,1
2192693,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CC=C(C=C2)OC,0,0,1
2192957,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CC=CS2,0,0,1
2193481,CCCCC(=O)NC1=CC(=CC(=C1)C(=O)O)NC(=O)CCCC,0,0,1
2193992,CCOC1=CC=C(C=C1)N2C(=NN=C2SCC=C)C3=CC=NC=C3,0,1,0
2194059,CCCCOC1=CC=C(C=C1)NC(=O)C(=O)NCCC2=CCCCC2,0,0,1
2195498,CC1=CC=C(C=C1)CC(=O)NCCCC2=CC=CC=C2,0,0,1
2195963,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CC(=CC=C2)OC,0,0,1
2196033,CC1=C(C(=NN1CC2=CC=CC=C2)C)NC(=O)CSC3=NC4=C(CCC5=CC=CC=C54)C(=N3)C(F)(F)F,0,1,0
2196096,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CC=CC=C2OC,0,0,1
2200143,CC1=CC(=CC(=C1)C(=O)NCCCC2=CC=CC=C2)C,0,0,1
2200726,CCCCNC(=O)C1=CC(=C(C=C1)NC(=O)C)Cl,0,0,1
2202990,CC1=CC(=C(C(=C1)C)S(=O)(=O)N(CC(=O)N2CCCC2)C3CCCCC3)C,0,0,1
2203266,CC1=CC(=C(C=C1)C(=O)NCCCC2=CC=CC=C2)C,0,0,1
2203693,CC(C)C(=O)NC1=C(C=C(C=C1)CC2=CC(=C(C=C2)NC(=O)C(C)C)O)O,0,0,1
2204715,CCCCCC1=NN=C(S1)NC(=O)C(=O)OCC,0,0,1
2205108,CCCCOC1=CC=CC(=C1)C(=O)NNC(=S)NC2CCCCC2,0,0,1
2205262,CCCCC(=O)NC1=CC=C(C=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,0,0,1
2205601,CCCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)C3=CC=C(C=C3)N4CCCC4,0,1,0
2205794,CCCCOC(=O)C1=CC(=O)NC2=C1C=C(C=C2)C,0,0,1
2206803,CCCCCC1=NN=C(S1)NC(=O)CC2=CC=C(C=C2)[N+](=O)[O-],0,0,1
2207086,CCCCCC1=NN=C(S1)NC(=O)CC2=CC=CS2,0,0,1
2207331,CCCCCC1=NN=C(S1)NC(=O)CS(=O)(=O)CC2=CC=CC=C2,0,0,1
2207802,CCCCCC1=NN=C(S1)NC(=O)OCCCCC,0,0,1
2208425,CC(=O)C1=CC(=CC=C1)NC(=S)NCCCCC2=CC=CC=C2,0,0,1
2208767,CCCCC(=O)NC1=CC=C(C=C1)C(=O)NCCC2=CC=CC=C2,0,0,1
2208823,CCCCC1=CC=C(C=C1)S(=O)(=O)NNC(=S)NCC2=CC=CO2,0,0,1
2209143,CCCCC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N,0,0,1
2209250,CCCCN(CCCC)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)N2,0,0,1
2209493,CCCCC(=O)NC1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)OCC,0,0,1
2210930,CCCCCC1=NN=C(S1)NS(=O)(=O)C,0,0,1
2213120,CCN(CC)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,1,0,0
2214016,CCOC1=CC=CC(=C1OCC=C)CNC2=NC=CS2,0,1,0
2214100,CC1=CC(=C(C=C1)NC(=O)CCC(=O)NNC(=O)NC2CCCCC2)C,0,0,1
2214598,CCCCC(=O)NNC(=S)NCC1=CC=CC=C1,0,0,1
2214635,CCCCOC1=C(C(=CC=C1)OCCCC)C(=O)NC2=NOC(=C2)C,0,0,1
2215010,CCCCCC1=NC2=CC=CC=C2C(=O)N1C3=C(C=C(C=C3)Cl)[N+](=O)[O-],0,0,1
2215567,CCCCC1=NN=C(S1)NC(=O)CSC2=NC(=O)C=C(N2C3=CC=CC(=C3)C)N,0,0,1
2215824,CCCCC1=NNC(=S)N1CC2=CC=CC=C2,0,0,1
2217251,CCCCOC1=C(C=C(C=C1Cl)CNC(C)(C)CO)OCC,0,0,1
2217579,CCCCC(=O)NC1=CC=C2CCC3=C2C1=CC=C3,0,0,1
2218157,CCCCC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)OCO3,0,0,1
2218825,CCOC(=O)COC1=CC2=C(C=C1C)OC(=O)C3=C2CCCC3,0,0,1
2218995,CCCCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)O,0,0,1
2219119,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)CCC(=O)NC3CC3,0,0,1
2219218,CC1=CC(=C(C=C1/C=C\[N+](=O)[O-])F)N2CCCC2,0,1,0
2219262,CCOC(=O)CCS(=O)(=O)C1=NC(=CC(=N1)C(F)(F)F)C2=CC=CC=C2,1,0,0
2219569,CCCCC1CCC(CC1)C(=O)NC2=CC=CC=C2,0,0,1
2219582,CCCCC1CCC(CC1)C(=O)NCC2=CC3=C(C=C2)OCO3,0,0,1
2222264,CCCCCNS(=O)(=O)C1=C(C=CC(=C1)C)OC,0,0,1
2222560,CCNS(=O)(=O)C1=CC=C(C=C1)CCC(=O)NC2CCCC2,0,0,1
2223120,CCC(=O)NC1=CC(=C(C=C1C)O)C(C)C,0,0,1
2223155,CC1=CSC(=N1)SCC(=O)NC2=CC=CC3=NSN=C32,0,1,0
2225132,CC1=CC(=NO1)C(=O)NCCC2=CCCCC2,0,0,1
2225198,CCCCCCC(=O)NC1=NC=C(C=C1)Cl,0,0,1
2225201,CC1=C(C(=NO1)C)C(=O)NCCCC2=CC=CC=C2,0,0,1
2225266,CC1=CC(=NO1)C(=O)NCCCC2=CC=CC=C2,0,0,1
2225360,CC1=CC=C(S1)C(=O)NCCCC2=CC=CC=C2,0,0,1
2225426,CC1=CC(=NO1)C(=O)NCCCN2CCCC2=O,0,0,1
2225450,CCCCCCC(=O)NC1=CC=C(C=C1)C(=O)N2CCCC2,0,0,1
2226303,CC1=CC(=CC=C1)NC(=O)CC2CCC2,0,0,1
2228099,CCCCC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NS(=O)(=O)C,0,0,1
2228514,CCOC(=O)C1CCN(CC1)S(=O)(=O)CC2=CC=C(C=C2)Cl,0,0,1
2229171,CCCCC1=CC=C(C=C1)NC(=O)CSCC2=CC(=O)NN2,0,0,1
2229740,CCCCC1=NN=C(S1)NC(=O)C(=O)OCC,0,0,1
2229898,CCCCCNC(=O)C1=CC=CC=C1SC,0,0,1
2229966,CCCCS(=O)(=O)NC1=CC2=C(C=C1)N(C=N2)C3CCCCC3,0,0,1
2231276,CCCCC(=O)NC(=S)NC1=CC(=C(C=C1)NC(=O)C(C)C)OC,0,0,1
2231736,CCCCOC1=CC=C(C=C1)C(=O)NCC2=CC=CC=N2,0,1,0
2232133,CCCCCNC(=O)CN(C1=CC2=C(C=C1)OCO2)S(=O)(=O)C,0,0,1
2232178,CCCCOC1=CC=C(C=C1)C(=O)NC,0,0,1
2232304,CCCCOC1=CC=C(C=C1)C(=O)N2CCC(CC2)C,0,0,1
2233022,CCCCOC1=CC=C(C=C1)C(=O)N2CCCCCC2,0,0,1
2233623,CCCCOC1=CC=C(C=C1)C(=O)N2CCCC2,0,0,1
2233891,CCCCOC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)OCO3,0,0,1
2236068,CCCCC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)CCC2=CC=CC=C2,0,0,1
2236744,CCCCNC(=O)CN(CCC1=CC=CC=C1)S(=O)(=O)C,0,0,1
2237279,CC1=CC=C(C=C1)NC(=O)NCCCC2=CC=CC=C2,0,0,1
2237510,CCCCC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=C(C=C2)C)Br,0,0,1
2238099,CCCCSC1=NC(=C(C(=O)N1)CC2=CC=CC=C2)O,0,0,1
2238103,CCCCSC1=CC(=NC2=NC=NN12)C,0,0,1
2239289,CCCCNC(=O)NS(=O)(=O)C1=CC=C(O1)C(=O)OC,0,0,1
