cid,SMILES,stat,mtor,nfkb
2900744,C1=CC=C(C=C1)C2C=CC(C3C2C(=O)N(C3=O)CCCO)C4=CC=CC=C4,0,1,0
2901393,CCCCOC1=C(C=C(C=C1)C2=CSC(=N2)N)[N+](=O)[O-],0,1,1
2904976,C1=CC=C2C(=C1)C3=CC=CC=C3N2CC(C[N+]4=CC=CC5=C4C(=CC=C5)O)O.[Cl-],0,1,0
2905116,COC1=CC=CC(=C1)N2C(=O)CC(C2=O)C3=CNC4=CC=CC=C43,0,1,0
2905677,CCOC1=CC=CC=C1NC(=O)C(C2=CC=CC=C2)SC3=CC=CC=C3,0,1,0
2913552,CC(C)CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3O2,0,0,1
2914402,COC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)NCCO,0,0,1
2919899,CN1C(=NN=C1SCC(=O)NCCCN2CCOCC2)CSC3=NC4=CC=CC=C4S3,0,1,0
2920725,C=CCNC(=O)C1CCN(CC1)S(=O)(=O)C2=CC=CC=C2,0,1,0
2922186,C1CN=C2N(C1)C3=CC=CC=C3N2CC(C4=CC5=C(C=C4)OCO5)O.Cl,0,1,0
2924668,CCOC(=O)C1C(C(C(CC1=O)(C)O)C(=O)OCC)C2=CC=CS2,0,1,0
2926891,C1C(CC(=O)C2=C1NC3=CC=CC=C3N4C2C5=CC=CC=C5C4=O)C6=CC=CO6,0,0,1
2928275,C1=CC=C(C=C1)CCN2C3=C(C=C(C=C3)Br)C(C2=O)(CC(=O)C4=CC=CC=C4O)O,0,1,0
2929366,CC1(CC2(CCO1)C(CC(=O)O2)C(=O)NC3=CC=CC4=CC=CC=C43)C,0,1,0
2930683,CC1=C(C=C(C=C1)C(=O)COC(=O)C(CC(=O)C2=CC=CC=C2)NC3=CC=CC=C3OC)C,0,1,0
2931404,COC1=CC=CC=C1NC(CC(=O)C2=CC=CC=C2)C(=O)OCC(=O)C3=CC=C(C=C3)Br,0,1,0
2933390,COC1=C(C=C(C=C1)C(=O)NC2=C(SC=C2)C(=O)OC)OC,0,1,0
2937751,CC1CCC2=C(C1)SC3=C2C(=O)N(C=N3)CC4=CC=C(C=C4)C(=O)O,1,0,0
2940239,CCCOC1=C(C=C(C=C1)CC(=O)NCC2(CCOCC2)C3=CC=CC=C3)OC,0,1,0
2943033,CC1=CC(=NC(=N1)SC2CCCCC2O)C,1,0,0
2944643,CCCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC4=CC=CC=C4O3)Cl,1,0,0
2944700,C1OC2=C(O1)C=C(C=C2)OCC(=O)NC3=CC4=C(C=C3)C5=CC=CC=C5O4,0,1,0
2945463,CCOC(=O)C1CCCN(C1)CC2=NC(=NC(=N2)NC3=CC=CC=C3)N,0,1,0
2947810,CC1=CC(=NC(=N1)NC(=NCCC2=CNC3=CC=CC=C32)N)C,1,0,0
2947882,C1=CC=C(C=C1)CN2C3=CC=CC=C3N(C2=N)CC(COC4=C(C=C(C=C4)Cl)Cl)O.Cl,0,1,0
2951269,COC1=CC=C(C=C1)NC(=S)N2C(CC=N2)C3=CC=CC=C3,0,0,1
2951719,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)Cl)C(=S)NC,0,0,1
2951965,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)Br)C(=S)NC,0,0,1
2952346,C1=CC=C2C(=C1)C(=NC(=N2)NC3=CC(=CC=C3)F)N.Cl,0,0,1
2953184,CC1=CC=CC=C1NC(=O)C2CC3=CC=CC=C3C(=O)O2,0,0,1
2953528,CCN1CCN(CC1)S(=O)(=O)C2=C(C=C(C(=C2)OCC(=O)NC3CCCCC3)C)Cl,1,0,1
2953567,CC(CNS(=O)(=O)C1=CC=C(C=C1)Br)CN(C)C,0,1,0
2953743,COC1=CC=CC(=C1)C(=O)NC2=CC(=C(C(=C2)Cl)O)Cl,0,1,0
2955229,COC1=CC=CC(=C1OC)C2CC(=O)NC3=CC4=C(C=C23)OCCO4,0,1,0
2955678,CC(C)OC1=CC=CC=C1C2CC(=O)NC3=CC4=C(C=C23)OCCO4,0,0,1
2959155,CN1CCN(CC1)CC(=O)NC2=CC=CC=C2[N+](=O)[O-],0,0,1
2960007,COC1=C(C=C(C=C1)CCN2C(=O)C3C4C=CC(C3C2=O)C5C4C(=O)N(C5=O)CCC6=CC(=C(C=C6)OC)OC)OC,1,0,1
2962414,CN(C)CCNCC1=CC=C(C=C1)OC2CCCC2.Cl,0,1,0
2964458,CCOC1=CC=CC=C1N2CC(CC2=O)C(=O)NC3=NC=CS3,0,1,0
2970306,CC1=CC(=CS1)C(=O)NC2=CC=CC=C2[N+](=O)[O-],0,1,0
2970340,CC1=CC(=CS1)C(=O)NC2=CC=C(C=C2)Br,0,1,0
2971094,CC1CCC2=C(C1)SC(=C2C#N)NC(=O)C3=CSC(=C3)C,1,0,0
2972683,CC1=C(C=CC=C1Cl)N=C2C(=NN(N2O)C3=CC=CC=C3)[N+](=O)[O-],0,1,0
2973033,C1=CC=C(C=C1)CS(=O)(=O)CCC(=O)NC2=NC=C(S2)[N+](=O)[O-],0,1,0
2973719,CC(C)CNC1=C(C=CC(=C1)N2CCCC2)[N+](=O)[O-],0,1,0
2979215,CCCC1=C(C(N2C(=NC=N2)N1)C3=CC=CS3)C(=O)OCC,0,0,1
2981009,C1CC(OC1)CN2C(=NNC2=S)C3=CC=CC=C3,0,1,0
2983402,CCCC1=C(C(N2C(=NC=N2)N1)C3=CC=CO3)C(=O)OCC,0,0,1
2987956,CC1=CC(=C(C=C1)OC)S(=O)(=O)N(C)CC(=O)NC2CCCCCC2,1,0,0
2995685,C1=CC2=C(N=C1)N=C(O2)C3=CC(=C(C=C3)Cl)NC(=O)C4=CC=CS4,0,1,0
2997536,C1=CC=C(C=C1)SC(CC(=O)C2=CC=CO2)C3=CC=CS3,0,1,0
2997763,C1CCC(C1)NC(=O)NC(=O)COC(=O)C2COC3=CC=CC=C3O2,0,1,0
2998075,CC1=C2C(C3=C(CC(CC3=O)(C)C)NC2=NN1)C4=CC(=CC=C4)O,0,0,1
2998376,CCC(C)C(C(=O)NCC1=CC=CO1)NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,0,1,0
2998676,CC1=CC(=C(N1CC2CCCO2)C)C(=O)CN3C(=O)C4=CC=CC=C4S3(=O)=O,1,0,0
2998797,CC1=C(SC=C1)C(=O)OCC(=O)C2=C(N(C(=C2)C)CC3CCCO3)C,1,0,0
2998809,CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)C2CC2C)C,0,1,1
2998961,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2COC3=CC=CC=C3O2,0,1,0
2999128,C1COC2=C(O1)C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3C5=CC6=C(C=C5)OCCO6,0,0,1
2999142,CN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NC3=C(N=C4N3C=CS4)C5=CC=CC=C5,0,1,0
2999207,CCOC(=O)NC1=C(C2=C(S1)CC(CC2)C)C#N,0,1,1
2999484,CC(=O)N1CCC(CC1)(C(=O)NC2=CC=CC=C2)N(CC3=CC=CC=C3)C(=O)C4=CN=CC=C4,0,1,0
2999550,CCOC(=O)C1=C(N=C(C(=C1)C#N)SCC2=CC=C(C=C2)C#N)C,1,0,0
2999713,CC1=NN2C=C(N=C2S1)C3=CC=C(C=C3)C4=CC=CC=C4,0,0,1
2999802,C1=CC=C(C=C1)C(=O)CC(C(=O)O)NC2=CC=CC=C2,0,0,1
2999824,C1CC(C2=CC=CC=C2C1)NC(=O)CSC3=NN=C(N3N)C4=CC=CS4,0,1,0
2999885,CC1=CC(=C(C=C1)N2C(=CC(=C2C)C3N=C(NC4=NC5=CC=CC=C5N34)N)C)C,0,1,0
3000647,COC1=CC=C(C=C1)N/C=C/2\C(=O)CCC3=C2OC4=CC(=C(C(=C34)Cl)O)Cl,0,1,0
3091419,C1=CC=C(C=C1)C(=O)C(C(=O)NC2=CC=CC=C2)Cl,0,1,0
3094794,C1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2=CC(=CC=C2)[N+](=O)[O-],0,0,0
3097584,COC1=CC=CC(=C1)NC2C(=O)N(C(=O)S2)C3=CC=CC=C3,0,0,1
3099052,CN(CC1=CC=CC=C1)C(=O)C2=CC=C(O2)[N+](=O)[O-],0,1,0
3100223,CCCOC1=C(C=C(C=C1)CC(=O)NNC(=S)NC2=CC=CC=C2)Br,0,1,1
3104488,CC1=CC(=CC=C1)NC(=O)C2C3C=CC(C2C(=O)O)C3=C(C)C,1,0,0
3106763,C1CCN(CC1)/C(=C(\C(=C(Cl)Cl)Cl)/[N+](=O)[O-])/SC2=CC=CC=C2,0,1,0
3117810,C1=CC=NC(=C1)SCCNC(=O)C2=CC=C(C=C2)Cl,0,0,1
3119481,CCCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,0,1,1
3120172,C1C2CC3CC1CC(C2)(C3)C(=O)NNC(=O)C4=CC(=CC=C4)[N+](=O)[O-],0,1,0
3121935,COC1=CC=C(C=C1)C2=NN3C(C2)C4=CC=CC=C4OC3C5=CC=CS5,0,0,1
3122354,CC1=CC(=CC=C1)NC2=NNC(=C2[N+](=O)[O-])C,0,0,1
3126214,CCCCC1=CN=C(C=C1)C2=CC=C(C=C2)Br,0,1,1
3127246,CCC1=CC=C(C=C1)C2=CC=C(N2)C(=O)C(F)(F)F,0,1,1
3127896,C1=CC2C3C(C1C4C2C(=O)N(C4=O)C5=CC=C(C=C5)O)C6C3C(=O)N(C6=O)C7=CC=C(C=C7)O,0,1,0
3136329,CCCCC(CC)C(=O)NC1=NC=C(S1)[N+](=O)[O-],0,0,1
3140076,CC1=CC2=CC3=C(N=C2C=C1)SC(=C3N)C4=NN=C(O4)C5=CC=CC=C5[N+](=O)[O-],0,0,1
3142724,CCCCSC1=NC=C(C(=N1)N)C(=O)OCC,0,1,1
3147814,C1=CC=C(C=C1)CCN2C3=CC=CC=C3C(C2=O)(CC(=O)C4=CC=CC=C4O)O,0,1,0
3150823,CCCN1C2=CC=CC=C2C(C1=O)(CC(=O)C3=CC=C(C=C3)CC)O,0,1,0
3152121,CC1=CC=CC=C1CN2C3=CC=CC=C3C(C2=O)(CC(=O)C4=C(C=CC(=C4)OC)OC)O,0,1,0
3154704,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])C(=O)N,0,1,0
3155495,CC(=O)NC1=NC(=CS1)C2COC3=CC=CC=C3O2,0,0,1
3155724,CC1=C2C(=CC=C1)C(=O)C(=O)N2CCOC3=CC=CC=C3Cl,0,0,1
3158472,CCOC1=CC=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4,0,1,0
3158875,C1CCC(CC1)C2=NC3=CC=CC=C3N2CCC#N,0,1,0
3159245,CN1C2=C(C=C(C=C2)NC(=O)CCl)OC1=O,0,1,0
3159246,CCN1C2=C(C=C(C=C2)NC(=O)CCl)OC1=O,0,1,0
3160486,CN1CCN(CC1)C(=O)C(C(=O)C2=CC=C(C=C2)F)N3C=CC=CC3=O,0,1,0
3162371,CCOC1=C(C=C(C=C1)C2CC(=O)NC3=C2C(=O)CCC3)Cl,0,1,0
3188539,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCCC(C2)C(=O)OCC,1,0,1
3190174,COC1=CC=CC(=C1)N(C(C2=CC=NC=C2)C(=O)NC3CCCCC3)C(=O)CN4N=C(N=N4)C5=CC=CS5,0,1,0
3192427,COC(=O)C1=CC=C(C=C1)NC(=S)NC2C(CC3=CC=CC=C23)O,0,0,1
3193537,CC1=CC=C(C=C1)C(C2=NN=NN2CS(=O)(=O)C3=CC=C(C=C3)C)N4CCCC4,0,1,0
3227762,CC1=CC2=C(C=C1C)N=C(N2)C3=CN=C(C=C3)SCC(=O)NC4=CC=C(C=C4)S(=O)(=O)NC5CC5,0,1,1
3228291,CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NC34CC5CC(C3)CC(C5)C4)C6=CC=CC=C6,0,1,0
3235745,CC(C)(C)C1=NOC2=C1C(C(=C(N2)N)C#N)C3=CC=CS3,0,1,0
3235828,COC1=CC(=C(C=C1)OC)C2=CC(=NO2)C(=O)NCC3=CC=CO3,0,1,0
3236125,CCCCNC(=O)C1=NOC(=C1)C2=CC=C(C=C2)F,0,1,1
3236193,C1CCCC(CCC1)NC(=O)C2CCN(CC2)S(=O)(=O)N3CCC4(CC3)OCCO4,0,0,0
3236491,CCOC1=CC2=C(C=C1)N=C(S2)N3CCCCCC3,0,0,1
3236648,CC1=CC(=CC=C1)NCC2=CC=CC=C2O,0,1,0
3236750,CC1=CC(=NC2=C1C(=O)OC3=CC=CC=C32)NC(=O)CC(C)(C)C,0,1,0
3236755,COC1=CC=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32,0,0,1
3237160,C1CN(CC2=CC=CC=C21)C(=O)C3=NOC(=C3)C4=CC=CO4,0,1,0
3237591,CCCCOC1=CC=C(C=C1)C(=O)NC2=CC=CC(=N2)C,1,1,1
3237866,COC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N(C2=O)CC(=O)NC4CCCC4,0,1,0
3237904,CC1=CC(=NC=C1)NC(=O)CCCOC2=CC(=O)N(C3=CC=CC=C32)C,0,0,1
3237956,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=CC=CC=C3C4(C2=O)OCCCO4)OC,0,1,0
3238094,CS(=O)(=O)N1C(=CC(=N1)OC(=O)C2=CC=CC3=CC=CC=C32)N,0,1,0
3238100,CSC1=CC=CC=C1NC(=O)C2=NOC(=C2)C3=CC=CS3,0,1,0
3238202,CCC1=CC=C(C=C1)NC(=O)C2=NOC(=C2)C,1,1,1
3238274,CCN(CC)C(=O)C1=NOC(=C1)C2=CC=C(C=C2)Br,0,1,1
3238292,CCC1=CC=C(C=C1)NC(=O)C2=NOC(=C2)C(C)C,1,1,1
3238895,CC1=CSC2=NC=C(C(=O)N12)C(=O)NCC3=CC=CO3,0,1,0
3238933,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=C(OC4=CC=CC=C43)C(=O)NC5=CC(=CC=C5)F,0,1,0
3238953,CCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,0,1,1
3239070,CC1=CC=CC=C1C2=NN=C(O2)SCC3=CC=CC=C3F,0,0,1
3239137,CC1CCCCC1NC(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,0,1,0
3239163,C1=CC(=CN=C1)CNC(=O)C2=NOC(=C2)C3=CC=CS3,0,0,1
3239210,COC1=C(C2=C(C=C1)C3N(C2=O)C4=CC=CC=C4CO3)OC,0,0,1
3239223,CC1=CC=C(O1)CNC(=O)C2C3C4=CC=CC=C4CCN3C(=O)C5=CC=CC=C25,0,1,0
3239636,C1=CC(=C(C=C1C(=O)O)N)NC2=CC(=C(C=C2)F)F,0,1,0
3240111,CC(=O)N1C2=CC=CC=C2C3(C1=O)C(=C(OC4=NNC(=C34)C5=CC=CC=N5)N)C#N,0,1,0
3240580,CCC1=CC=C(C=C1)NC(=O)C2=NOC3=C2CCCCC3,1,1,1
3240680,C1=CC(=CN=C1)NC(=O)C2(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F)F,0,1,0
3240723,C1OC2=C(O1)C=C(C=C2)CNC(=O)CSC3=NN=C(O3)CNC(=O)C4=C(C=CC=C4Cl)F,0,1,0
3240924,CC1=NC(=CC=C1)NC(=O)C2C(N(C(=O)C3=CC=CC=C23)C)C4=CC=C(C=C4)OC,0,1,0
3240960,CCOC(=O)C1=C(C(=C(N1C)C)C(=O)NC2=C(C=CC(=C2)F)F)C,0,1,1
3241666,CC1=C(C(=NC2=NC(=NN12)SCC(=O)NCC3=CC=CO3)C)CC4=CC=CC=C4,0,1,0
3241862,CCNC(=O)C1=CC=CC=C1NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCC(CC3)C,0,1,0
3242032,COC(=O)C1C(OC2(O1)C3=CC=CC=C3C4=CC=CC=C24)C(=O)OC,0,1,0
3242117,CCOC(=O)C1C2CC(N(C1=O)C)(OC3=CC=CC=C23)C,0,1,0
3242680,C1=CSC(=C1)CNC(=O)NC2=CC=CS2,0,1,0
3242693,CN1C(C(C2=CC=CC=C2C1=O)C(=O)N3CCN(CC3)C4=CC=CC=C4F)C5=CC=C(C=C5)OC,0,1,0
3242714,CC1=CC(=CC=C1)C2=NSC(=N2)SCC(=O)N3CCCC3,0,1,1
3242976,CC1=C(NC(=C1C(=O)C)C)C(=O)NCCC2=CCCCC2,0,1,1
3243039,COC1=CC=CC(=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=C3F,0,1,0
3243823,C1CN(CCN1CCCN2C(=O)C3=C(NC2=S)N=CC=C3)C4=CC=C(C=C4)F,0,1,0
3244119,C1COC2=C(N1C(=O)CCC(=O)O)C=C(C=C2)Cl,0,1,0
3244327,CCCCNC(=O)C1=NOC(=C1)C2=CC=C(C=C2)OC,0,1,1
3244715,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=NC4=CC=CC=C4N=C3)O,0,0,1
3244746,CC1=C(OC2=C1C=C(C=C2)S(=O)(=O)N3CCCCCC3)C(=O)NCC4=CC5=C(C=C4)OCO5,0,1,0
3245229,CC(=O)N1CCC2=C1C=CC(=C2)S(=O)(=O)NCCC3=CCCCC3,1,0,0
3245765,C1=CC=C(C=C1)CCNC(=O)C2=NOC(=C2)C3=CC=CO3,0,0,1
3245843,CC1CCCCN1C(=O)C2=CC3=C(O2)N=C4C=C(C=CC4=C3)C,0,1,1
3246584,C[C@H]1C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@H]2[C@@H](C3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H](C(=O)N1)N(C2=O)C)O)O)C)C)CC5=CC=C(C=C5)OC)C)C,1,0,0
3246585,C[C@H]1C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@@H]2CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@H](C(=O)N1)N(C2=O)C)O)C)C)CC5=CC=C(C=C5)OC)C)C,1,0,0
3246941,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,0,1,1
3294244,CCOC1=C(C=CC(=C1)C2NN=C(S2)C3=CC=C(C=C3)C)O,0,1,1
3310118,CC1=C(OC(=N1)C2=CC=CC=C2)C(=O)OC,0,1,0
3310497,CC1=NC(=C(C=C1)OCC(=O)NC2=CC=CC3=CC=CC=C32)[N+](=O)[O-],0,1,0
3318612,CC1=CSC(=C1NC(=O)C(C2=CC=CC=C2)Cl)C(=O)OC,0,1,0
3328950,CC(C)(C)N1CN(C(=S)SC1)CC2=CC=CC=C2,0,0,1
3335325,CCOC(=O)C1=C(N(C2=C1C=C(C3=CC=CC=C32)O)C4=CC=C(C=C4)I)C,0,0,1
3342641,CC1=NC(=CC=C1)NC(=S)NCC2=CC=CO2,0,1,0
3345844,C1=CC(=CC(=C1)N2C(=C(C=N2)C3=CC=C(C=C3)Cl)N)C(F)(F)F,0,1,0
3358745,C1=CC=C2C(=C1)C(=O)C3=C(C=C(C(=C3C2=O)N)C(=O)O)N,0,1,0
3370762,C1=CC(=CC=C1N(CCCNC(=O)CCl)C(=O)C(Cl)Cl)[N+](=O)[O-],0,1,0
3372555,CN(C)C(CNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CO3)C4=CC=CC=C4,0,1,0
3374024,CN1C(=C(C(=N1)C(F)(F)F)C#N)N2CCN(CC2)C3=CC=CC=C3F,0,1,0
3377650,CC1=CC(=C(C=C1)NC(=O)CSC2=NN3CCCC(=O)N=C3S2)C,0,1,1
3380930,COCCN1C2=C(C=C(C=C2)S(=O)(=O)N)SC1=NC(=O)C3=C(SC(=C3)Cl)Cl,0,1,0
3388388,C1=CC(=CC=C1C(=O)CCSC2=CC=C(C=C2)Br)O,0,1,0
3403289,CC1=CC(=C(N1CC2CCCO2)C)C(=O)COC(=O)C3=C(C4=CC=CC=C4C(=C3)O)O,1,0,0
3404071,CN1CC(C2(C13C4=CC=CC=C4NC3=O)C(=O)N(C(=S)S2)CC5=CC=CC=C5)C6=CC=CC=N6,0,1,0
3410248,CCCCC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N=C(C=C3C)N4CCN(CC4)CC,0,1,0
3411874,CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)NC3=CC(=CC=C3)S(=O)(=O)N(C)C,0,1,0
3421545,CCC1(CC2=NC3=C(C=C2CO1)C(=C(S3)C(=O)OCC)N)C,0,1,1
3478173,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)N,0,1,0
3493567,CNC1=C(C(=C(S1)C(=O)C2=CC=CC=C2F)N)C3=NC4=CC=CC=C4S3,0,1,0
3504941,CC1=C(SC=C1)C2=NC(=NC(=C2)C)N3C=CC=C3,0,1,0
3523776,C1=CC=C(C=C1)NC2=NC(=NC(=C2[N+](=O)[O-])N)NCC3=CC=CO3,0,1,0
3527272,C1=CC=C(C=C1)NC(=O)NCCCC(=O)O,0,0,1
3538663,C1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)NC2=CC=CS2,0,1,0
3538664,CC1=C(C=CC=C1[N+](=O)[O-])NC(=O)NC2=CC=CS2,0,1,0
3541833,CCCCOC1=C(C=C(C=C1)CN2C3=C(C=C(C=C3)C)C(=O)C2=O)OC,0,1,0
3560043,CC1=CC(=CC=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)CC(=O)C3=CC=C(C=C3)[N+](=O)[O-])C,0,1,0
3585098,C1=CC=C(C=C1)NC(=S)NNC(=S)NC2=CC=C(C=C2)F,0,1,0
3589929,COC1=C(C2=CC=CC=C2C=C1)CN3CCCC(C3)CO,0,1,0
3606504,CCOC1=CC=C(C=C1)C2=CN=C(N2C)NCC3=CC=C(C=C3)C(F)(F)F,0,1,0
3611697,CC1=NC(=NC=C1)S(=O)(=O)CC2=CC=C(C=C2)[N+](=O)[O-],0,1,0
3611789,COC1=CC(=C(C=C1)OC)NC(=O)CSC2=NC3=CC=CC=C3C4=NC5=CC=CC=C5N42,0,1,0
3617877,CC1=CC(=CC2=C1N=C(S2)NC(=O)C3=CC=CO3)Cl,0,1,0
3620352,CN1C2=C(N=C1C3=CC=C(O3)C4=C(C=C(C=C4)OC)[N+](=O)[O-])N(C(=O)NC2=O)CC5=CC=CC=C5,0,1,0
3627974,COC1=C(C=CC(=C1)C=C(C2=NC3=CC=CC=C3S2)C4=NC5=CC=CC=C5S4)O,0,1,0
3640458,CCOC(=O)C1=C(SC2=C1CCN(C2)C)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC(CC4)C,0,1,0
3641059,CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)OC,1,0,1
3643101,C1C(CC(=O)C2=C1OC(=C(C2C3=CC=C(C=C3)OCC4=C(C=CC=C4Cl)F)C#N)N)C5=CC=CO5,0,1,0
3643905,CCC1CCC2=NC3=C(C=C2C1)C(=C(S3)C(=O)NC4=CC(=CC=C4)F)N,0,1,0
3648622,C1=CC(=C(C=C1S(=O)(=O)N)NC(=O)C2=CC=C(O2)[N+](=O)[O-])O,0,1,0
3651768,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=C(C=CC(=N2)Cl)Cl)N,0,1,0
3684350,CC1=CC(=C(C=C1)N=C(C)C2=C(C3=CC=CC=C3S2)O)C,0,1,1
3690863,CCCCOC(=O)NC1=CC2=C(C=C1)C(=CC(=O)O2)C,0,1,1
3692696,CNC1=C(C(=C(S1)C(=O)C2=CC=C(C=C2)F)N)C3=NC4=CC=CC=C4S3,0,1,0
3695168,CCCCOC1=C(C=C(C=C1)C2=CN3C=CC=CC3=N2)[N+](=O)[O-],0,1,1
3716535,CC1=CC=C(C=C1)C2=NN3C(C2)C4=CC=CC=C4OC35C6=CC=CC=C6NC5=O,0,0,1
3717380,C1CC(OC1)CNC2=C3C=NN(C3=NC=N2)C4=CC=C(C=C4)Cl,0,0,1
3722651,C1=CC(=C(N=C1)NCC(=O)O)[N+](=O)[O-],0,1,0
3724530,CC1=C2C(C3=C(CC(CC3=O)(C)C)NC2=NN1)C4=CC=C(C=C4)O,0,0,1
3730758,CN1C2=CC=CC=CC2=[N+](C13C(=CC(=[N+]([O-])[O-])C=C3[N+](=O)[O-])[N+](=O)[O-])C,0,0,1
3747034,CN(C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])O,0,1,0
3760263,CC1=NC(=NC=C1C(=O)C)SCC2=CC=C(C=C2)Cl,0,1,1
3766171,COC1=CC=CC(=C1)NC(=S)NNC2=CC=C(C=C2)[N+](=O)[O-],0,1,0
3770358,CC1=NC=C(C(=N1)C2=CC=CC=C2)N=NC3=CC=CC=C3,0,1,0
3774203,CCCCCN1C2=CC=CC=C2N(C1=N)CC(COC3=CC=CC(=C3)C)O,0,1,0
3786298,C1=CC=C2C(=C1)C(=O)C3(C2=O)C(O3)C4=C(C=C(C=C4)Cl)Cl,0,0,1
3787371,CN1C=CC=C1C(=O)C(=O)NC2=CC=CC=C2,0,0,1
3792553,COC1=C(C2=C(C=C1)C(OC2=O)NC3=NC(=CS3)C4=CC=C(C=C4)C5=CC=CC=C5)OC,0,0,1
3794954,COC1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,0,1,0
3798147,CC1=C(C=C(C=C1)NC2=NC(=NC(=C2[N+](=O)[O-])N)NCC3CCCO3)C,0,0,1
3798836,CCC(=NCCN1CCOCC1)C2=C(N(C(=O)NC2=O)C3=CC=CC=C3C)O,0,1,0
3804988,COC(=O)CSC1=NC=CC(=N1)C2=CC=CS2,0,0,1
3806023,C=CCSC1=NC=CC(=N1)C2=C(SC(=C2)Cl)Cl,0,1,0
3810990,COC1=CC=CC=C1C2C=C(NC3=NC(=NN23)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,0,1,0
3811003,C1=CC=C(C=C1)C2C=CC(C3C2C(=O)N(C3=O)NC(=O)C4=CC(=CC=C4)Br)C5=CC=CC=C5,0,1,0
3828962,CC1=C(C=C(C=C1)NC(CC(=O)C2=CC=CC=C2)C(=O)O)Cl,0,1,0
3829696,CCCCCCN1C(=C(C(=O)NC1=O)C=NCCCN2C=CN=C2)O,0,0,1
3840285,CC1(C2NC(=S)N(N2C(=S)N1)C3=CC=C(C=C3)OC)C4=CC=CC=C4,0,0,1
3840352,C1=CC=C(C=C1)C(=O)CN2C=NC(=N2)N,0,0,1
3842359,CN1C=CC=C1C(=O)C(=O)NC2=CC=C(C=C2)Cl,0,0,1
3849132,COC(=O)CCCSC1=NC=CN1C2=CC=CC=C2,0,0,1
3904314,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],0,1,0
3912200,CCOC1=CC=C(C=C1)C(=O)CC(C(=O)O)SC2=CC=C(C=C2)C,0,1,0
3920214,CC(C)N1C2=CC=CC=C2C(=C1O)N=NC3=CC=CC=N3,0,1,0
3926696,CCCN(CC1CC1)C(=O)COC2=CC=CC=C2C(=O)NCC3=CC=CC=C3,0,1,0
3943124,CCCC1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)O)Cl,0,1,1
3947888,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)N3CCOCC3)NC(=O)C4=CC(=CC=C4)F,0,1,0
